word,url,protection_status,reason,BD_IMPRESSIONS,BD_CLICKS
aluminum,https://ovidhan.net/word/aluminum.html,AUTO_PROTECTED,Batch 1,0,0
alumni,https://ovidhan.net/word/alumni.html,AUTO_PROTECTED,Batch 1,0,0
always,https://ovidhan.net/word/always.html,AUTO_PROTECTED,Batch 1,0,0
am,https://ovidhan.net/word/am.html,AUTO_PROTECTED,Batch 1,0,0
amalgamate,https://ovidhan.net/word/amalgamate.html,AUTO_PROTECTED,Batch 1,0,0
amass,https://ovidhan.net/word/amass.html,AUTO_PROTECTED,Batch 1,0,0
amateur,https://ovidhan.net/word/amateur.html,AUTO_PROTECTED,Batch 1,0,0
amaze,https://ovidhan.net/word/amaze.html,AUTO_PROTECTED,Batch 1,0,0
amazing,https://ovidhan.net/word/amazing.html,AUTO_PROTECTED,Batch 1,0,0
amazon,https://ovidhan.net/word/amazon.html,AUTO_PROTECTED,Batch 1,0,0
ambassador,https://ovidhan.net/word/ambassador.html,AUTO_PROTECTED,Batch 1,0,0
amber,https://ovidhan.net/word/amber.html,AUTO_PROTECTED,Batch 1,0,0
ambiance,https://ovidhan.net/word/ambiance.html,AUTO_PROTECTED,Batch 1,0,0
ambidextrous,https://ovidhan.net/word/ambidextrous.html,AUTO_PROTECTED,Batch 1,1,0
ambient,https://ovidhan.net/word/ambient.html,AUTO_PROTECTED,Batch 1,0,0
ambiguous,https://ovidhan.net/word/ambiguous.html,AUTO_PROTECTED,Batch 1,0,0
ambition,https://ovidhan.net/word/ambition.html,AUTO_PROTECTED,Batch 1,0,0
ambitious,https://ovidhan.net/word/ambitious.html,AUTO_PROTECTED,Batch 1,0,0
ambivalent,https://ovidhan.net/word/ambivalent.html,AUTO_PROTECTED,Batch 1,0,0
ambulance,https://ovidhan.net/word/ambulance.html,AUTO_PROTECTED,Batch 1,0,0
amd,https://ovidhan.net/word/amd.html,AUTO_PROTECTED,Batch 1,0,0
ameliorate,https://ovidhan.net/word/ameliorate.html,AUTO_PROTECTED,Batch 1,0,0
amend,https://ovidhan.net/word/amend.html,AUTO_PROTECTED,Batch 1,0,0
amended,https://ovidhan.net/word/amended.html,AUTO_PROTECTED,Batch 1,0,0
amendment,https://ovidhan.net/word/amendment.html,AUTO_PROTECTED,Batch 1,0,0
america,https://ovidhan.net/word/america.html,AUTO_PROTECTED,Batch 1,0,0
american,https://ovidhan.net/word/american.html,AUTO_PROTECTED,Batch 1,0,0
americans,https://ovidhan.net/word/americans.html,AUTO_PROTECTED,Batch 1,0,0
amiable,https://ovidhan.net/word/amiable.html,AUTO_PROTECTED,Batch 1,0,0
ammunition,https://ovidhan.net/word/ammunition.html,AUTO_PROTECTED,Batch 1,0,0
amnesty,https://ovidhan.net/word/amnesty.html,AUTO_PROTECTED,Batch 1,0,0
among,https://ovidhan.net/word/among.html,AUTO_PROTECTED,Batch 1,0,0
amorous,https://ovidhan.net/word/amorous.html,AUTO_PROTECTED,Batch 1,0,0
amortization,https://ovidhan.net/word/amortization.html,AUTO_PROTECTED,Batch 1,0,0
amount,https://ovidhan.net/word/amount.html,AUTO_PROTECTED,Batch 1,0,0
amounts,https://ovidhan.net/word/amounts.html,AUTO_PROTECTED,Batch 1,0,0
amp,https://ovidhan.net/word/amp.html,AUTO_PROTECTED,Batch 1,0,0
amplification,https://ovidhan.net/word/amplification.html,AUTO_PROTECTED,Batch 1,0,0
amplify,https://ovidhan.net/word/amplify.html,AUTO_PROTECTED,Batch 1,0,0
amputate,https://ovidhan.net/word/amputate.html,AUTO_PROTECTED,Batch 1,0,0
amsterdam,https://ovidhan.net/word/amsterdam.html,AUTO_PROTECTED,Batch 1,0,0
amulet,https://ovidhan.net/word/amulet.html,AUTO_PROTECTED,Batch 1,0,0
amuse,https://ovidhan.net/word/amuse.html,AUTO_PROTECTED,Batch 1,0,0
an,https://ovidhan.net/word/an.html,AUTO_PROTECTED,Batch 1,0,0
anachronism,https://ovidhan.net/word/anachronism.html,AUTO_PROTECTED,Batch 1,0,0
anal,https://ovidhan.net/word/anal.html,AUTO_PROTECTED,Batch 1,0,0
analogous,https://ovidhan.net/word/analogous.html,AUTO_PROTECTED,Batch 1,0,0
analogy,https://ovidhan.net/word/analogy.html,AUTO_PROTECTED,Batch 1,0,0
analyse,https://ovidhan.net/word/analyse.html,AUTO_PROTECTED,Batch 1,0,0
analysis,https://ovidhan.net/word/analysis.html,AUTO_PROTECTED,Batch 1,0,0
analyst,https://ovidhan.net/word/analyst.html,AUTO_PROTECTED,Batch 1,0,0
analyze,https://ovidhan.net/word/analyze.html,AUTO_PROTECTED,Batch 1,0,0
anarchy,https://ovidhan.net/word/anarchy.html,AUTO_PROTECTED,Batch 1,0,0
anatomy,https://ovidhan.net/word/anatomy.html,AUTO_PROTECTED,Batch 1,0,0
ancestor,https://ovidhan.net/word/ancestor.html,AUTO_PROTECTED,Batch 1,0,0
anchor,https://ovidhan.net/word/anchor.html,AUTO_PROTECTED,Batch 1,0,0
ancient,https://ovidhan.net/word/ancient.html,AUTO_PROTECTED,Batch 1,0,0
and,https://ovidhan.net/word/and.html,AUTO_PROTECTED,Batch 1,0,0
anderson,https://ovidhan.net/word/anderson.html,AUTO_PROTECTED,Batch 1,0,0
andrew,https://ovidhan.net/word/andrew.html,AUTO_PROTECTED,Batch 1,0,0
android,https://ovidhan.net/word/android.html,AUTO_PROTECTED,Batch 1,0,0
andy,https://ovidhan.net/word/andy.html,AUTO_PROTECTED,Batch 1,0,0
anecdotal,https://ovidhan.net/word/anecdotal.html,AUTO_PROTECTED,Batch 1,0,0
anecdote,https://ovidhan.net/word/anecdote.html,AUTO_PROTECTED,Batch 1,0,0
angel,https://ovidhan.net/word/angel.html,AUTO_PROTECTED,Batch 1,0,0
angeles,https://ovidhan.net/word/angeles.html,AUTO_PROTECTED,Batch 1,0,0
angels,https://ovidhan.net/word/angels.html,AUTO_PROTECTED,Batch 1,0,0
anger,https://ovidhan.net/word/anger.html,AUTO_PROTECTED,Batch 1,0,0
angle,https://ovidhan.net/word/angle.html,AUTO_PROTECTED,Batch 1,0,0
angry,https://ovidhan.net/word/angry.html,AUTO_PROTECTED,Batch 1,0,0
anguish,https://ovidhan.net/word/anguish.html,AUTO_PROTECTED,Batch 1,0,0
animal,https://ovidhan.net/word/animal.html,AUTO_PROTECTED,Batch 1,0,0
animals,https://ovidhan.net/word/animals.html,AUTO_PROTECTED,Batch 1,0,0
animate,https://ovidhan.net/word/animate.html,AUTO_PROTECTED,Batch 1,0,0
animation,https://ovidhan.net/word/animation.html,AUTO_PROTECTED,Batch 1,0,0
anime,https://ovidhan.net/word/anime.html,AUTO_PROTECTED,Batch 1,0,0
animosity,https://ovidhan.net/word/animosity.html,AUTO_PROTECTED,Batch 1,0,0
ann,https://ovidhan.net/word/ann.html,AUTO_PROTECTED,Batch 1,0,0
anna,https://ovidhan.net/word/anna.html,AUTO_PROTECTED,Batch 1,0,0
annals,https://ovidhan.net/word/annals.html,AUTO_PROTECTED,Batch 1,0,0
anne,https://ovidhan.net/word/anne.html,AUTO_PROTECTED,Batch 1,0,0
annex,https://ovidhan.net/word/annex.html,AUTO_PROTECTED,Batch 1,0,0
annexure,https://ovidhan.net/word/annexure.html,AUTO_PROTECTED,Batch 1,0,0
annihilate,https://ovidhan.net/word/annihilate.html,AUTO_PROTECTED,Batch 1,0,0
anniversary,https://ovidhan.net/word/anniversary.html,AUTO_PROTECTED,Batch 1,0,0
annotate,https://ovidhan.net/word/annotate.html,AUTO_PROTECTED,Batch 1,0,0
annotation,https://ovidhan.net/word/annotation.html,AUTO_PROTECTED,Batch 1,0,0
announce,https://ovidhan.net/word/announce.html,AUTO_PROTECTED,Batch 1,0,0
announced,https://ovidhan.net/word/announced.html,AUTO_PROTECTED,Batch 1,0,0
announcement,https://ovidhan.net/word/announcement.html,AUTO_PROTECTED,Batch 1,0,0
announcements,https://ovidhan.net/word/announcements.html,AUTO_PROTECTED,Batch 1,0,0
annoy,https://ovidhan.net/word/annoy.html,AUTO_PROTECTED,Batch 1,0,0
annual,https://ovidhan.net/word/annual.html,AUTO_PROTECTED,Batch 1,0,0
annul,https://ovidhan.net/word/annul.html,AUTO_PROTECTED,Batch 1,0,0
anomaly,https://ovidhan.net/word/anomaly.html,AUTO_PROTECTED,Batch 1,0,0
anonymous,https://ovidhan.net/word/anonymous.html,AUTO_PROTECTED,Batch 1,0,0
another,https://ovidhan.net/word/another.html,AUTO_PROTECTED,Batch 1,0,0
answer,https://ovidhan.net/word/answer.html,AUTO_PROTECTED,Batch 1,0,0
answers,https://ovidhan.net/word/answers.html,AUTO_PROTECTED,Batch 1,0,0
antagonist,https://ovidhan.net/word/antagonist.html,AUTO_PROTECTED,Batch 1,0,0
antagonize,https://ovidhan.net/word/antagonize.html,AUTO_PROTECTED,Batch 1,0,0
antarctic,https://ovidhan.net/word/antarctic.html,AUTO_PROTECTED,Batch 1,0,0
antenna,https://ovidhan.net/word/antenna.html,AUTO_PROTECTED,Batch 1,0,0
anthem,https://ovidhan.net/word/anthem.html,AUTO_PROTECTED,Batch 1,0,0
anthology,https://ovidhan.net/word/anthology.html,AUTO_PROTECTED,Batch 1,0,0
anthony,https://ovidhan.net/word/anthony.html,AUTO_PROTECTED,Batch 1,0,0
anthropology,https://ovidhan.net/word/anthropology.html,AUTO_PROTECTED,Batch 1,0,0
anti,https://ovidhan.net/word/anti.html,AUTO_PROTECTED,Batch 1,0,0
anticipate,https://ovidhan.net/word/anticipate.html,AUTO_PROTECTED,Batch 1,0,0
antidote,https://ovidhan.net/word/antidote.html,AUTO_PROTECTED,Batch 1,0,0
antique,https://ovidhan.net/word/antique.html,AUTO_PROTECTED,Batch 1,0,0
antiques,https://ovidhan.net/word/antiques.html,AUTO_PROTECTED,Batch 1,0,0
antithesis,https://ovidhan.net/word/antithesis.html,AUTO_PROTECTED,Batch 1,0,0
antonio,https://ovidhan.net/word/antonio.html,AUTO_PROTECTED,Batch 1,0,0
antonym,https://ovidhan.net/word/antonym.html,AUTO_PROTECTED,Batch 1,0,0
anxiety,https://ovidhan.net/word/anxiety.html,AUTO_PROTECTED,Batch 1,0,0
anxious,https://ovidhan.net/word/anxious.html,AUTO_PROTECTED,Batch 1,0,0
any,https://ovidhan.net/word/any.html,AUTO_PROTECTED,Batch 1,0,0
anyone,https://ovidhan.net/word/anyone.html,AUTO_PROTECTED,Batch 1,0,0
anything,https://ovidhan.net/word/anything.html,AUTO_PROTECTED,Batch 1,0,0
anytime,https://ovidhan.net/word/anytime.html,AUTO_PROTECTED,Batch 1,0,0
anyway,https://ovidhan.net/word/anyway.html,AUTO_PROTECTED,Batch 1,0,0
anywhere,https://ovidhan.net/word/anywhere.html,AUTO_PROTECTED,Batch 1,0,0
aol,https://ovidhan.net/word/aol.html,AUTO_PROTECTED,Batch 1,0,0
ap,https://ovidhan.net/word/ap.html,AUTO_PROTECTED,Batch 1,0,0
apache,https://ovidhan.net/word/apache.html,AUTO_PROTECTED,Batch 1,0,0
apart,https://ovidhan.net/word/apart.html,AUTO_PROTECTED,Batch 1,0,0
apartheid,https://ovidhan.net/word/apartheid.html,AUTO_PROTECTED,Batch 1,0,0
apartment,https://ovidhan.net/word/apartment.html,AUTO_PROTECTED,Batch 1,0,0
apartments,https://ovidhan.net/word/apartments.html,AUTO_PROTECTED,Batch 1,0,0
apathetic,https://ovidhan.net/word/apathetic.html,AUTO_PROTECTED,Batch 1,0,0
apathy,https://ovidhan.net/word/apathy.html,AUTO_PROTECTED,Batch 1,0,0
apex,https://ovidhan.net/word/apex.html,AUTO_PROTECTED,Batch 1,0,0
api,https://ovidhan.net/word/api.html,AUTO_PROTECTED,Batch 1,0,0
apocalypse,https://ovidhan.net/word/apocalypse.html,AUTO_PROTECTED,Batch 1,0,0
apology,https://ovidhan.net/word/apology.html,AUTO_PROTECTED,Batch 1,0,0
apostasy,https://ovidhan.net/word/apostasy.html,AUTO_PROTECTED,Batch 1,0,0
apostrophe,https://ovidhan.net/word/apostrophe.html,AUTO_PROTECTED,Batch 1,0,0
apparatus,https://ovidhan.net/word/apparatus.html,AUTO_PROTECTED,Batch 1,0,0
apparel,https://ovidhan.net/word/apparel.html,AUTO_PROTECTED,Batch 1,0,0
apparent,https://ovidhan.net/word/apparent.html,AUTO_PROTECTED,Batch 1,0,0
apparently,https://ovidhan.net/word/apparently.html,AUTO_PROTECTED,Batch 1,0,0
apparition,https://ovidhan.net/word/apparition.html,AUTO_PROTECTED,Batch 1,0,0
appeal,https://ovidhan.net/word/appeal.html,AUTO_PROTECTED,Batch 1,0,0
appear,https://ovidhan.net/word/appear.html,AUTO_PROTECTED,Batch 1,0,0
appearance,https://ovidhan.net/word/appearance.html,AUTO_PROTECTED,Batch 1,0,0
appeared,https://ovidhan.net/word/appeared.html,AUTO_PROTECTED,Batch 1,0,0
appears,https://ovidhan.net/word/appears.html,AUTO_PROTECTED,Batch 1,0,0
appease,https://ovidhan.net/word/appease.html,AUTO_PROTECTED,Batch 1,0,0
appellation,https://ovidhan.net/word/appellation.html,AUTO_PROTECTED,Batch 1,0,0
append,https://ovidhan.net/word/append.html,AUTO_PROTECTED,Batch 1,0,0
appendix,https://ovidhan.net/word/appendix.html,AUTO_PROTECTED,Batch 1,0,0
appetite,https://ovidhan.net/word/appetite.html,AUTO_PROTECTED,Batch 1,0,0
applaud,https://ovidhan.net/word/applaud.html,AUTO_PROTECTED,Batch 1,0,0
apple,https://ovidhan.net/word/apple.html,AUTO_PROTECTED,Batch 1,0,0
appliances,https://ovidhan.net/word/appliances.html,AUTO_PROTECTED,Batch 1,0,0
applicable,https://ovidhan.net/word/applicable.html,AUTO_PROTECTED,Batch 1,0,0
applicant,https://ovidhan.net/word/applicant.html,AUTO_PROTECTED,Batch 1,0,0
application,https://ovidhan.net/word/application.html,AUTO_PROTECTED,Batch 1,0,0
applications,https://ovidhan.net/word/applications.html,AUTO_PROTECTED,Batch 1,0,0
applied,https://ovidhan.net/word/applied.html,AUTO_PROTECTED,Batch 1,0,0
applies,https://ovidhan.net/word/applies.html,AUTO_PROTECTED,Batch 1,0,0
apply,https://ovidhan.net/word/apply.html,AUTO_PROTECTED,Batch 1,0,0
applying,https://ovidhan.net/word/applying.html,AUTO_PROTECTED,Batch 1,0,0
appoint,https://ovidhan.net/word/appoint.html,AUTO_PROTECTED,Batch 1,0,0
appointed,https://ovidhan.net/word/appointed.html,AUTO_PROTECTED,Batch 1,0,0
appointment,https://ovidhan.net/word/appointment.html,AUTO_PROTECTED,Batch 1,0,0
apportion,https://ovidhan.net/word/apportion.html,AUTO_PROTECTED,Batch 1,0,0
appraisal,https://ovidhan.net/word/appraisal.html,AUTO_PROTECTED,Batch 1,0,0
appraise,https://ovidhan.net/word/appraise.html,AUTO_PROTECTED,Batch 1,0,0
appreciate,https://ovidhan.net/word/appreciate.html,AUTO_PROTECTED,Batch 1,0,0
apprehend,https://ovidhan.net/word/apprehend.html,AUTO_PROTECTED,Batch 1,0,0
apprehension,https://ovidhan.net/word/apprehension.html,AUTO_PROTECTED,Batch 1,0,0
apprentice,https://ovidhan.net/word/apprentice.html,AUTO_PROTECTED,Batch 1,0,0
approach,https://ovidhan.net/word/approach.html,AUTO_PROTECTED,Batch 1,0,0
approaches,https://ovidhan.net/word/approaches.html,AUTO_PROTECTED,Batch 1,0,0
approbation,https://ovidhan.net/word/approbation.html,AUTO_PROTECTED,Batch 1,0,0
appropriate,https://ovidhan.net/word/appropriate.html,AUTO_PROTECTED,Batch 1,0,0
approval,https://ovidhan.net/word/approval.html,AUTO_PROTECTED,Batch 1,0,0
approve,https://ovidhan.net/word/approve.html,AUTO_PROTECTED,Batch 1,0,0
approved,https://ovidhan.net/word/approved.html,AUTO_PROTECTED,Batch 1,0,0
approximately,https://ovidhan.net/word/approximately.html,AUTO_PROTECTED,Batch 1,0,0
apr,https://ovidhan.net/word/apr.html,AUTO_PROTECTED,Batch 1,0,0
april,https://ovidhan.net/word/april.html,AUTO_PROTECTED,Batch 1,0,0
aptitude,https://ovidhan.net/word/aptitude.html,AUTO_PROTECTED,Batch 1,0,0
aquarium,https://ovidhan.net/word/aquarium.html,AUTO_PROTECTED,Batch 1,0,0
ar,https://ovidhan.net/word/ar.html,AUTO_PROTECTED,Batch 1,0,0
arab,https://ovidhan.net/word/arab.html,AUTO_PROTECTED,Batch 1,0,0
arbitrage,https://ovidhan.net/word/arbitrage.html,AUTO_PROTECTED,Batch 1,0,0
arbitrary,https://ovidhan.net/word/arbitrary.html,AUTO_PROTECTED,Batch 1,0,0
arc,https://ovidhan.net/word/arc.html,AUTO_PROTECTED,Batch 1,0,0
arcade,https://ovidhan.net/word/arcade.html,AUTO_PROTECTED,Batch 1,0,0
arch,https://ovidhan.net/word/arch.html,AUTO_PROTECTED,Batch 1,0,0
archaeology,https://ovidhan.net/word/archaeology.html,AUTO_PROTECTED,Batch 1,0,0
archaic,https://ovidhan.net/word/archaic.html,AUTO_PROTECTED,Batch 1,0,0
architecture,https://ovidhan.net/word/architecture.html,AUTO_PROTECTED,Batch 1,0,0
archive,https://ovidhan.net/word/archive.html,AUTO_PROTECTED,Batch 1,0,0
archives,https://ovidhan.net/word/archives.html,AUTO_PROTECTED,Batch 1,0,0
ardent,https://ovidhan.net/word/ardent.html,AUTO_PROTECTED,Batch 1,0,0
ardor,https://ovidhan.net/word/ardor.html,AUTO_PROTECTED,Batch 1,0,0
arduous,https://ovidhan.net/word/arduous.html,AUTO_PROTECTED,Batch 1,0,0
are,https://ovidhan.net/word/are.html,AUTO_PROTECTED,Batch 1,0,0
area,https://ovidhan.net/word/area.html,AUTO_PROTECTED,Batch 1,0,0
areas,https://ovidhan.net/word/areas.html,AUTO_PROTECTED,Batch 1,0,0
arena,https://ovidhan.net/word/arena.html,AUTO_PROTECTED,Batch 1,0,0
argentina,https://ovidhan.net/word/argentina.html,AUTO_PROTECTED,Batch 1,0,0
argue,https://ovidhan.net/word/argue.html,AUTO_PROTECTED,Batch 1,0,0
argument,https://ovidhan.net/word/argument.html,AUTO_PROTECTED,Batch 1,0,0
arguments,https://ovidhan.net/word/arguments.html,AUTO_PROTECTED,Batch 1,0,0
arid,https://ovidhan.net/word/arid.html,AUTO_PROTECTED,Batch 1,0,0
arise,https://ovidhan.net/word/arise.html,AUTO_PROTECTED,Batch 1,0,0
aristocracy,https://ovidhan.net/word/aristocracy.html,AUTO_PROTECTED,Batch 1,0,0
arithmetic,https://ovidhan.net/word/arithmetic.html,AUTO_PROTECTED,Batch 1,0,0
arizona,https://ovidhan.net/word/arizona.html,AUTO_PROTECTED,Batch 1,0,0
arkansas,https://ovidhan.net/word/arkansas.html,AUTO_PROTECTED,Batch 1,0,0
arm,https://ovidhan.net/word/arm.html,AUTO_PROTECTED,Batch 1,0,0
armada,https://ovidhan.net/word/armada.html,AUTO_PROTECTED,Batch 1,0,0
armed,https://ovidhan.net/word/armed.html,AUTO_PROTECTED,Batch 1,0,0
armor,https://ovidhan.net/word/armor.html,AUTO_PROTECTED,Batch 1,0,0
arms,https://ovidhan.net/word/arms.html,AUTO_PROTECTED,Batch 1,0,0
army,https://ovidhan.net/word/army.html,AUTO_PROTECTED,Batch 1,0,0
aroma,https://ovidhan.net/word/aroma.html,AUTO_PROTECTED,Batch 1,0,0
around,https://ovidhan.net/word/around.html,AUTO_PROTECTED,Batch 1,0,0
arouse,https://ovidhan.net/word/arouse.html,AUTO_PROTECTED,Batch 1,0,0
arrange,https://ovidhan.net/word/arrange.html,AUTO_PROTECTED,Batch 1,0,0
arrangements,https://ovidhan.net/word/arrangements.html,AUTO_PROTECTED,Batch 1,0,0
array,https://ovidhan.net/word/array.html,AUTO_PROTECTED,Batch 1,0,0
arrears,https://ovidhan.net/word/arrears.html,AUTO_PROTECTED,Batch 1,0,0
arrest,https://ovidhan.net/word/arrest.html,AUTO_PROTECTED,Batch 1,0,0
arrival,https://ovidhan.net/word/arrival.html,AUTO_PROTECTED,Batch 1,0,0
arrived,https://ovidhan.net/word/arrived.html,AUTO_PROTECTED,Batch 1,0,0
arrogance,https://ovidhan.net/word/arrogance.html,AUTO_PROTECTED,Batch 1,0,0
arrogant,https://ovidhan.net/word/arrogant.html,AUTO_PROTECTED,Batch 1,0,0
arrow,https://ovidhan.net/word/arrow.html,AUTO_PROTECTED,Batch 1,0,0
art,https://ovidhan.net/word/art.html,AUTO_PROTECTED,Batch 1,0,0
artery,https://ovidhan.net/word/artery.html,AUTO_PROTECTED,Batch 1,0,0
arthur,https://ovidhan.net/word/arthur.html,AUTO_PROTECTED,Batch 1,0,0
article,https://ovidhan.net/word/article.html,AUTO_PROTECTED,Batch 1,0,0
articles,https://ovidhan.net/word/articles.html,AUTO_PROTECTED,Batch 1,0,0
articulate,https://ovidhan.net/word/articulate.html,AUTO_PROTECTED,Batch 1,0,0
artifice,https://ovidhan.net/word/artifice.html,AUTO_PROTECTED,Batch 1,0,0
artisan,https://ovidhan.net/word/artisan.html,AUTO_PROTECTED,Batch 1,0,0
artist,https://ovidhan.net/word/artist.html,AUTO_PROTECTED,Batch 1,0,0
artistry,https://ovidhan.net/word/artistry.html,AUTO_PROTECTED,Batch 1,0,0
artists,https://ovidhan.net/word/artists.html,AUTO_PROTECTED,Batch 1,0,0
arts,https://ovidhan.net/word/arts.html,AUTO_PROTECTED,Batch 1,0,0
as,https://ovidhan.net/word/as.html,AUTO_PROTECTED,Batch 1,0,0
ascend,https://ovidhan.net/word/ascend.html,AUTO_PROTECTED,Batch 1,0,0
ascertain,https://ovidhan.net/word/ascertain.html,AUTO_PROTECTED,Batch 1,0,0
ascribe,https://ovidhan.net/word/ascribe.html,AUTO_PROTECTED,Batch 1,0,0
ashamed,https://ovidhan.net/word/ashamed.html,AUTO_PROTECTED,Batch 1,0,0
asia,https://ovidhan.net/word/asia.html,AUTO_PROTECTED,Batch 1,0,0
asian,https://ovidhan.net/word/asian.html,AUTO_PROTECTED,Batch 1,0,0
ask,https://ovidhan.net/word/ask.html,AUTO_PROTECTED,Batch 1,0,0
asked,https://ovidhan.net/word/asked.html,AUTO_PROTECTED,Batch 1,0,0
asking,https://ovidhan.net/word/asking.html,AUTO_PROTECTED,Batch 1,0,0
asp,https://ovidhan.net/word/asp.html,AUTO_PROTECTED,Batch 1,0,0
aspect,https://ovidhan.net/word/aspect.html,AUTO_PROTECTED,Batch 1,0,0
aspects,https://ovidhan.net/word/aspects.html,AUTO_PROTECTED,Batch 1,0,0
aspersion,https://ovidhan.net/word/aspersion.html,AUTO_PROTECTED,Batch 1,0,0
asphalt,https://ovidhan.net/word/asphalt.html,AUTO_PROTECTED,Batch 1,0,0
aspiration,https://ovidhan.net/word/aspiration.html,AUTO_PROTECTED,Batch 1,0,0
aspire,https://ovidhan.net/word/aspire.html,AUTO_PROTECTED,Batch 1,0,0
ass,https://ovidhan.net/word/ass.html,AUTO_PROTECTED,Batch 1,0,0
assail,https://ovidhan.net/word/assail.html,AUTO_PROTECTED,Batch 1,0,0
assassin,https://ovidhan.net/word/assassin.html,AUTO_PROTECTED,Batch 1,0,0
assault,https://ovidhan.net/word/assault.html,AUTO_PROTECTED,Batch 1,0,0
assemble,https://ovidhan.net/word/assemble.html,AUTO_PROTECTED,Batch 1,0,0
assembly,https://ovidhan.net/word/assembly.html,AUTO_PROTECTED,Batch 1,0,0
assert,https://ovidhan.net/word/assert.html,AUTO_PROTECTED,Batch 1,0,0
assess,https://ovidhan.net/word/assess.html,AUTO_PROTECTED,Batch 1,0,0
assessment,https://ovidhan.net/word/assessment.html,AUTO_PROTECTED,Batch 1,0,0
asset-backed,https://ovidhan.net/word/asset-backed.html,AUTO_PROTECTED,Batch 1,0,0
asset,https://ovidhan.net/word/asset.html,AUTO_PROTECTED,Batch 1,0,0
assets,https://ovidhan.net/word/assets.html,AUTO_PROTECTED,Batch 1,0,0
assiduous,https://ovidhan.net/word/assiduous.html,AUTO_PROTECTED,Batch 1,0,0
assign,https://ovidhan.net/word/assign.html,AUTO_PROTECTED,Batch 1,0,0
assigned,https://ovidhan.net/word/assigned.html,AUTO_PROTECTED,Batch 1,0,0
assignment,https://ovidhan.net/word/assignment.html,AUTO_PROTECTED,Batch 1,0,0
assimilate,https://ovidhan.net/word/assimilate.html,AUTO_PROTECTED,Batch 1,0,0
assimilation,https://ovidhan.net/word/assimilation.html,AUTO_PROTECTED,Batch 1,0,0
assist,https://ovidhan.net/word/assist.html,AUTO_PROTECTED,Batch 1,0,0
assistance,https://ovidhan.net/word/assistance.html,AUTO_PROTECTED,Batch 1,0,0
assistant,https://ovidhan.net/word/assistant.html,AUTO_PROTECTED,Batch 1,0,0
associate,https://ovidhan.net/word/associate.html,AUTO_PROTECTED,Batch 1,0,0
associated,https://ovidhan.net/word/associated.html,AUTO_PROTECTED,Batch 1,0,0
associates,https://ovidhan.net/word/associates.html,AUTO_PROTECTED,Batch 1,0,0
association,https://ovidhan.net/word/association.html,AUTO_PROTECTED,Batch 1,0,0
associations,https://ovidhan.net/word/associations.html,AUTO_PROTECTED,Batch 1,0,0
assorted,https://ovidhan.net/word/assorted.html,AUTO_PROTECTED,Batch 1,0,0
assume,https://ovidhan.net/word/assume.html,AUTO_PROTECTED,Batch 1,0,0
assumes,https://ovidhan.net/word/assumes.html,AUTO_PROTECTED,Batch 1,0,0
assumption,https://ovidhan.net/word/assumption.html,AUTO_PROTECTED,Batch 1,0,0
assurance,https://ovidhan.net/word/assurance.html,AUTO_PROTECTED,Batch 1,0,0
asteroid,https://ovidhan.net/word/asteroid.html,AUTO_PROTECTED,Batch 1,0,0
astound,https://ovidhan.net/word/astound.html,AUTO_PROTECTED,Batch 1,0,0
astray,https://ovidhan.net/word/astray.html,AUTO_PROTECTED,Batch 1,0,0
astronaut,https://ovidhan.net/word/astronaut.html,AUTO_PROTECTED,Batch 1,0,0
astute,https://ovidhan.net/word/astute.html,AUTO_PROTECTED,Batch 1,0,0
asylum,https://ovidhan.net/word/asylum.html,AUTO_PROTECTED,Batch 1,0,0
at,https://ovidhan.net/word/at.html,AUTO_PROTECTED,Batch 1,0,0
athlete,https://ovidhan.net/word/athlete.html,AUTO_PROTECTED,Batch 1,0,0
athletic,https://ovidhan.net/word/athletic.html,AUTO_PROTECTED,Batch 1,0,0
atlanta,https://ovidhan.net/word/atlanta.html,AUTO_PROTECTED,Batch 1,0,0
atlantic,https://ovidhan.net/word/atlantic.html,AUTO_PROTECTED,Batch 1,0,0
atlas,https://ovidhan.net/word/atlas.html,AUTO_PROTECTED,Batch 1,0,0
atmosphere,https://ovidhan.net/word/atmosphere.html,AUTO_PROTECTED,Batch 1,0,0
atom,https://ovidhan.net/word/atom.html,AUTO_PROTECTED,Batch 1,0,0
atrocity,https://ovidhan.net/word/atrocity.html,AUTO_PROTECTED,Batch 1,0,0
atrophy,https://ovidhan.net/word/atrophy.html,AUTO_PROTECTED,Batch 1,0,0
attach,https://ovidhan.net/word/attach.html,AUTO_PROTECTED,Batch 1,0,0
attached,https://ovidhan.net/word/attached.html,AUTO_PROTECTED,Batch 1,0,0
attachment,https://ovidhan.net/word/attachment.html,AUTO_PROTECTED,Batch 1,0,0
attack,https://ovidhan.net/word/attack.html,AUTO_PROTECTED,Batch 1,0,0
attacks,https://ovidhan.net/word/attacks.html,AUTO_PROTECTED,Batch 1,0,0
attain,https://ovidhan.net/word/attain.html,AUTO_PROTECTED,Batch 1,0,0
attempt,https://ovidhan.net/word/attempt.html,AUTO_PROTECTED,Batch 1,0,0
attend,https://ovidhan.net/word/attend.html,AUTO_PROTECTED,Batch 1,0,0
attendance,https://ovidhan.net/word/attendance.html,AUTO_PROTECTED,Batch 1,0,0
attention,https://ovidhan.net/word/attention.html,AUTO_PROTECTED,Batch 1,0,0
