word,url,BD_CLICKS,BD_IMPRESSIONS,BD_CTR,BD_POSITION,metric_scope,migration_class,tier,tier_score,batch_1,static_legacy_status,self_canonical,rendering_quality,indexability_signals_pass,source_completeness_score,source_fields_present,tier_flags
terrible,https://ovidhan.net/word/terrible.html,0,2,0.0,50.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
tram,https://ovidhan.net/word/tram.html,0,2,0.0,42.5,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
tranquility,https://ovidhan.net/word/tranquility.html,0,2,0.0,52.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
trite,https://ovidhan.net/word/trite.html,0,2,0.0,43.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,C,1,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,bangla-exactly-duplicates-english;pos-missing;editorial-status-draft
vanish,https://ovidhan.net/word/vanish.html,0,2,0.0,70.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
venturing,https://ovidhan.net/word/venturing.html,0,2,0.0,21.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
vibes,https://ovidhan.net/word/vibes.html,0,2,0.0,40.5,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
viceroy,https://ovidhan.net/word/viceroy.html,0,2,0.0,71.5,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
virgo,https://ovidhan.net/word/virgo.html,0,2,0.0,38.5,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
vitamin,https://ovidhan.net/word/vitamin.html,0,2,0.0,58.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
waist,https://ovidhan.net/word/waist.html,0,2,0.0,29.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wallet,https://ovidhan.net/word/wallet.html,0,2,0.0,53.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
weaning,https://ovidhan.net/word/weaning.html,0,2,0.0,48.5,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wifi,https://ovidhan.net/word/wifi.html,0,2,0.0,50.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
wouldnt,https://ovidhan.net/word/wouldnt.html,0,2,0.0,42.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
acr,https://ovidhan.net/word/acr.html,0,1,0.0,16.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
activated,https://ovidhan.net/word/activated.html,0,1,0.0,55.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
aladdin,https://ovidhan.net/word/aladdin.html,0,1,0.0,66.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
alarmingly,https://ovidhan.net/word/alarmingly.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
ambidextrous,https://ovidhan.net/word/ambidextrous.html,0,1,0.0,77.0,BANGLADESH-FILTERED GSC,KEEP-INDEXED,B,3,True,STATIC,True,USEFUL_WITHOUT_JS,True,1,bangla,pos-missing;editorial-status-draft
amc,https://ovidhan.net/word/amc.html,0,1,0.0,41.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
amt,https://ovidhan.net/word/amt.html,0,1,0.0,20.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
aptly,https://ovidhan.net/word/aptly.html,0,1,0.0,8.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
aust,https://ovidhan.net/word/aust.html,0,1,0.0,44.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
bailout,https://ovidhan.net/word/bailout.html,0,1,0.0,31.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
bidet,https://ovidhan.net/word/bidet.html,0,1,0.0,50.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
bloodbath,https://ovidhan.net/word/bloodbath.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
bridesmaid,https://ovidhan.net/word/bridesmaid.html,0,1,0.0,33.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
calms,https://ovidhan.net/word/calms.html,0,1,0.0,62.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
carries,https://ovidhan.net/word/carries.html,0,1,0.0,29.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
chargers,https://ovidhan.net/word/chargers.html,0,1,0.0,14.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
climber,https://ovidhan.net/word/climber.html,0,1,0.0,71.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
constellation,https://ovidhan.net/word/constellation.html,0,1,0.0,27.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
convicted,https://ovidhan.net/word/convicted.html,0,1,0.0,31.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
crosshairs,https://ovidhan.net/word/crosshairs.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
crunch,https://ovidhan.net/word/crunch.html,0,1,0.0,78.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
defeated,https://ovidhan.net/word/defeated.html,0,1,0.0,33.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
deficit,https://ovidhan.net/word/deficit.html,0,1,0.0,69.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
demarcation,https://ovidhan.net/word/demarcation.html,0,1,0.0,71.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
demonstrably,https://ovidhan.net/word/demonstrably.html,0,1,0.0,60.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
dickinson,https://ovidhan.net/word/dickinson.html,0,1,0.0,7.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
dropout,https://ovidhan.net/word/dropout.html,0,1,0.0,61.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
dubai,https://ovidhan.net/word/dubai.html,0,1,0.0,41.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
dundee,https://ovidhan.net/word/dundee.html,0,1,0.0,27.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
economical,https://ovidhan.net/word/economical.html,0,1,0.0,30.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
electron,https://ovidhan.net/word/electron.html,0,1,0.0,65.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
equable,https://ovidhan.net/word/equable.html,0,1,0.0,39.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
excellency,https://ovidhan.net/word/excellency.html,0,1,0.0,56.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
expats,https://ovidhan.net/word/expats.html,0,1,0.0,94.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
extradition,https://ovidhan.net/word/extradition.html,0,1,0.0,35.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
faggot,https://ovidhan.net/word/faggot.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
february,https://ovidhan.net/word/february.html,0,1,0.0,55.0,BANGLADESH-FILTERED GSC,REVIEW,A,7,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,4,bangla;definition;part_of_speech;example,all-source-examples-rejected
friction,https://ovidhan.net/word/friction.html,0,1,0.0,51.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
ful,https://ovidhan.net/word/ful.html,0,1,0.0,54.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
fullest,https://ovidhan.net/word/fullest.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
gusting,https://ovidhan.net/word/gusting.html,0,1,0.0,52.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
hallmark,https://ovidhan.net/word/hallmark.html,0,1,0.0,42.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
hosted,https://ovidhan.net/word/hosted.html,0,1,0.0,8.0,BANGLADESH-FILTERED GSC,REVIEW,A,7,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,4,bangla;definition;part_of_speech;example,all-source-examples-rejected
insurrection,https://ovidhan.net/word/insurrection.html,0,1,0.0,34.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
integrity,https://ovidhan.net/word/integrity.html,0,1,0.0,48.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
johannesburg,https://ovidhan.net/word/johannesburg.html,0,1,0.0,9.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
kinder,https://ovidhan.net/word/kinder.html,0,1,0.0,7.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
labour,https://ovidhan.net/word/labour.html,0,1,0.0,19.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
landowner,https://ovidhan.net/word/landowner.html,0,1,0.0,64.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
lash,https://ovidhan.net/word/lash.html,0,1,0.0,83.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
latex,https://ovidhan.net/word/latex.html,0,1,0.0,33.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
launchpad,https://ovidhan.net/word/launchpad.html,0,1,0.0,12.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
layers,https://ovidhan.net/word/layers.html,0,1,0.0,85.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
lepers,https://ovidhan.net/word/lepers.html,0,1,0.0,48.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
leukaemia,https://ovidhan.net/word/leukaemia.html,0,1,0.0,96.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
liberals,https://ovidhan.net/word/liberals.html,0,1,0.0,62.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
lions,https://ovidhan.net/word/lions.html,0,1,0.0,66.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
ll,https://ovidhan.net/word/ll.html,0,1,0.0,36.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
loophole,https://ovidhan.net/word/loophole.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
lucifer,https://ovidhan.net/word/lucifer.html,0,1,0.0,28.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
lunatic,https://ovidhan.net/word/lunatic.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
maids,https://ovidhan.net/word/maids.html,0,1,0.0,87.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
manhood,https://ovidhan.net/word/manhood.html,0,1,0.0,35.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
manipulate,https://ovidhan.net/word/manipulate.html,0,1,0.0,53.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
mannings,https://ovidhan.net/word/mannings.html,0,1,0.0,4.0,BANGLADESH-FILTERED GSC,INVALID/NOISE,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,source-record-missing,source-record-missing
manufactures,https://ovidhan.net/word/manufactures.html,0,1,0.0,48.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
manuscript,https://ovidhan.net/word/manuscript.html,0,1,0.0,49.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
masturbation,https://ovidhan.net/word/masturbation.html,0,1,0.0,72.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
maxs,https://ovidhan.net/word/maxs.html,0,1,0.0,53.0,BANGLADESH-FILTERED GSC,INVALID/NOISE,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,source-record-missing,source-record-missing
mayhem,https://ovidhan.net/word/mayhem.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
mayors,https://ovidhan.net/word/mayors.html,0,1,0.0,44.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mcc,https://ovidhan.net/word/mcc.html,0,1,0.0,64.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
meddling,https://ovidhan.net/word/meddling.html,0,1,0.0,21.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
meetups,https://ovidhan.net/word/meetups.html,0,1,0.0,63.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
merc,https://ovidhan.net/word/merc.html,0,1,0.0,86.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mercantile,https://ovidhan.net/word/mercantile.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
mesopotamia,https://ovidhan.net/word/mesopotamia.html,0,1,0.0,56.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mess,https://ovidhan.net/word/mess.html,0,1,0.0,62.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
messis,https://ovidhan.net/word/messis.html,0,1,0.0,35.0,BANGLADESH-FILTERED GSC,INVALID/NOISE,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,source-record-missing,source-record-missing
meteorology,https://ovidhan.net/word/meteorology.html,0,1,0.0,53.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
metres,https://ovidhan.net/word/metres.html,0,1,0.0,47.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
metropolitan,https://ovidhan.net/word/metropolitan.html,0,1,0.0,76.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mfa,https://ovidhan.net/word/mfa.html,0,1,0.0,84.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mgs,https://ovidhan.net/word/mgs.html,0,1,0.0,47.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mib,https://ovidhan.net/word/mib.html,0,1,0.0,58.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mic,https://ovidhan.net/word/mic.html,0,1,0.0,32.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
militant,https://ovidhan.net/word/militant.html,0,1,0.0,27.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
miner,https://ovidhan.net/word/miner.html,0,1,0.0,56.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mirth,https://ovidhan.net/word/mirth.html,0,1,0.0,24.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
mishandling,https://ovidhan.net/word/mishandling.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mitochondria,https://ovidhan.net/word/mitochondria.html,0,1,0.0,45.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
moisturizing,https://ovidhan.net/word/moisturizing.html,0,1,0.0,67.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
monumental,https://ovidhan.net/word/monumental.html,0,1,0.0,26.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
mps,https://ovidhan.net/word/mps.html,0,1,0.0,63.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
mucous,https://ovidhan.net/word/mucous.html,0,1,0.0,64.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
municipality,https://ovidhan.net/word/municipality.html,0,1,0.0,52.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
musk,https://ovidhan.net/word/musk.html,0,1,0.0,34.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
mutiny,https://ovidhan.net/word/mutiny.html,0,1,0.0,38.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
nest,https://ovidhan.net/word/nest.html,0,1,0.0,74.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
nevertheless,https://ovidhan.net/word/nevertheless.html,0,1,0.0,47.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
nibbles,https://ovidhan.net/word/nibbles.html,0,1,0.0,34.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
ninety,https://ovidhan.net/word/ninety.html,0,1,0.0,40.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
nun,https://ovidhan.net/word/nun.html,0,1,0.0,33.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
nutshell,https://ovidhan.net/word/nutshell.html,0,1,0.0,21.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
odysseus,https://ovidhan.net/word/odysseus.html,0,1,0.0,56.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
offended,https://ovidhan.net/word/offended.html,0,1,0.0,39.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
offset,https://ovidhan.net/word/offset.html,0,1,0.0,92.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
on,https://ovidhan.net/word/on.html,0,1,0.0,74.0,BANGLADESH-FILTERED GSC,REVIEW,A,7,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,4,bangla;definition;part_of_speech;example,all-source-examples-rejected;short-token-review
