word,url,protection_status,protection_reason,global_clicks,global_impressions,metric_scope,country_confidence,country_data_requirement
airline,https://ovidhan.net/word/airline.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
airlines,https://ovidhan.net/word/airlines.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
airport,https://ovidhan.net/word/airport.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
airtight,https://ovidhan.net/word/airtight.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ak,https://ovidhan.net/word/ak.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
akin,https://ovidhan.net/word/akin.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
al,https://ovidhan.net/word/al.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alabama,https://ovidhan.net/word/alabama.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alacrity,https://ovidhan.net/word/alacrity.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alan,https://ovidhan.net/word/alan.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alarm,https://ovidhan.net/word/alarm.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alaska,https://ovidhan.net/word/alaska.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alberta,https://ovidhan.net/word/alberta.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
album,https://ovidhan.net/word/album.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
albums,https://ovidhan.net/word/albums.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alchemy,https://ovidhan.net/word/alchemy.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alcohol,https://ovidhan.net/word/alcohol.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alert,https://ovidhan.net/word/alert.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alerts,https://ovidhan.net/word/alerts.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alex,https://ovidhan.net/word/alex.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alexander,https://ovidhan.net/word/alexander.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
algebra,https://ovidhan.net/word/algebra.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
algorithm,https://ovidhan.net/word/algorithm.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alien,https://ovidhan.net/word/alien.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alienate,https://ovidhan.net/word/alienate.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
align,https://ovidhan.net/word/align.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alike,https://ovidhan.net/word/alike.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alimony,https://ovidhan.net/word/alimony.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alive,https://ovidhan.net/word/alive.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
all,https://ovidhan.net/word/all.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allay,https://ovidhan.net/word/allay.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allegation,https://ovidhan.net/word/allegation.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allege,https://ovidhan.net/word/allege.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alleged,https://ovidhan.net/word/alleged.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allegiance,https://ovidhan.net/word/allegiance.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allegory,https://ovidhan.net/word/allegory.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allen,https://ovidhan.net/word/allen.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allergy,https://ovidhan.net/word/allergy.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alleviate,https://ovidhan.net/word/alleviate.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alley,https://ovidhan.net/word/alley.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alliance,https://ovidhan.net/word/alliance.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allocate,https://ovidhan.net/word/allocate.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allocated,https://ovidhan.net/word/allocated.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allot,https://ovidhan.net/word/allot.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allow,https://ovidhan.net/word/allow.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allowed,https://ovidhan.net/word/allowed.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allowing,https://ovidhan.net/word/allowing.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allows,https://ovidhan.net/word/allows.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allude,https://ovidhan.net/word/allude.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
allure,https://ovidhan.net/word/allure.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ally,https://ovidhan.net/word/ally.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
almighty,https://ovidhan.net/word/almighty.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
almost,https://ovidhan.net/word/almost.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
aloft,https://ovidhan.net/word/aloft.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alone,https://ovidhan.net/word/alone.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
along,https://ovidhan.net/word/along.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alongside,https://ovidhan.net/word/alongside.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alpha,https://ovidhan.net/word/alpha.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alphabet,https://ovidhan.net/word/alphabet.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
already,https://ovidhan.net/word/already.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
also,https://ovidhan.net/word/also.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
altar,https://ovidhan.net/word/altar.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alter,https://ovidhan.net/word/alter.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alternate,https://ovidhan.net/word/alternate.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alternative,https://ovidhan.net/word/alternative.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
although,https://ovidhan.net/word/although.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
altitude,https://ovidhan.net/word/altitude.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
altruism,https://ovidhan.net/word/altruism.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
aluminum,https://ovidhan.net/word/aluminum.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
alumni,https://ovidhan.net/word/alumni.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
always,https://ovidhan.net/word/always.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
am,https://ovidhan.net/word/am.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amalgamate,https://ovidhan.net/word/amalgamate.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amass,https://ovidhan.net/word/amass.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amateur,https://ovidhan.net/word/amateur.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amaze,https://ovidhan.net/word/amaze.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amazing,https://ovidhan.net/word/amazing.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amazon,https://ovidhan.net/word/amazon.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambassador,https://ovidhan.net/word/ambassador.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amber,https://ovidhan.net/word/amber.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambiance,https://ovidhan.net/word/ambiance.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambidextrous,https://ovidhan.net/word/ambidextrous.html,AUTO_PROTECTED,Batch 1,0,10,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required
ambient,https://ovidhan.net/word/ambient.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambiguous,https://ovidhan.net/word/ambiguous.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambition,https://ovidhan.net/word/ambition.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambitious,https://ovidhan.net/word/ambitious.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambivalent,https://ovidhan.net/word/ambivalent.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ambulance,https://ovidhan.net/word/ambulance.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amd,https://ovidhan.net/word/amd.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ameliorate,https://ovidhan.net/word/ameliorate.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amend,https://ovidhan.net/word/amend.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amended,https://ovidhan.net/word/amended.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amendment,https://ovidhan.net/word/amendment.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
america,https://ovidhan.net/word/america.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
american,https://ovidhan.net/word/american.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
americans,https://ovidhan.net/word/americans.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amiable,https://ovidhan.net/word/amiable.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ammunition,https://ovidhan.net/word/ammunition.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amnesty,https://ovidhan.net/word/amnesty.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
among,https://ovidhan.net/word/among.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amorous,https://ovidhan.net/word/amorous.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amortization,https://ovidhan.net/word/amortization.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amount,https://ovidhan.net/word/amount.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amounts,https://ovidhan.net/word/amounts.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amp,https://ovidhan.net/word/amp.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amplification,https://ovidhan.net/word/amplification.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amplify,https://ovidhan.net/word/amplify.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amputate,https://ovidhan.net/word/amputate.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amsterdam,https://ovidhan.net/word/amsterdam.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amulet,https://ovidhan.net/word/amulet.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
amuse,https://ovidhan.net/word/amuse.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
an,https://ovidhan.net/word/an.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anachronism,https://ovidhan.net/word/anachronism.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anal,https://ovidhan.net/word/anal.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
analogous,https://ovidhan.net/word/analogous.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
analogy,https://ovidhan.net/word/analogy.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
analyse,https://ovidhan.net/word/analyse.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
analysis,https://ovidhan.net/word/analysis.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
analyst,https://ovidhan.net/word/analyst.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
analyze,https://ovidhan.net/word/analyze.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anarchy,https://ovidhan.net/word/anarchy.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anatomy,https://ovidhan.net/word/anatomy.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ancestor,https://ovidhan.net/word/ancestor.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anchor,https://ovidhan.net/word/anchor.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
ancient,https://ovidhan.net/word/ancient.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
and,https://ovidhan.net/word/and.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anderson,https://ovidhan.net/word/anderson.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
andrew,https://ovidhan.net/word/andrew.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
android,https://ovidhan.net/word/android.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
andy,https://ovidhan.net/word/andy.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anecdotal,https://ovidhan.net/word/anecdotal.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anecdote,https://ovidhan.net/word/anecdote.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
angel,https://ovidhan.net/word/angel.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
angeles,https://ovidhan.net/word/angeles.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
angels,https://ovidhan.net/word/angels.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
anger,https://ovidhan.net/word/anger.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
angle,https://ovidhan.net/word/angle.html,AUTO_PROTECTED,Batch 1,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required
